transaction_id,customer_id,transaction_date,store_id,payment_method,discount_applied
T001017,C00454,2025-02-14,S008,Momo,0.0
T001018,C00357,2026-01-17,S022,VNPay,0.15
T001019,C00468,2025-08-10,S011,VNPay,0.0
T001020,C00408,2025-11-05,S005,Momo,0.0
T001021,C00074,2026-01-28,S016,Credit Card,0.0
T001022,C00230,2026-01-03,S015,Bank Transfer,0.0
T001023,C00634,2025-08-13,S022,ZaloPay,0.25
T001024,C00047,2025-11-18,S014,VNPay,0.0
T001025,C00059,2024-06-09,S004,ZaloPay,0.15
T001026,C00056,2024-08-28,S018,Credit Card,0.15
T001027,C00514,2025-03-20,S025,VNPay,
T001028,C00392,2025-01-17,S017,Momo,
T001029,C00013,2025-05-15,S022,VNPay,0.25
T001030,C00224,2025-03-30,S009,Momo,0.05
T001031,C00039,2025-07-19,S001,,0.0
T001032,C00106,2025-09-15,S006,,0.0
T001033,C00464,2025-01-17,S024,,0.0
T001034,C00014,2026-01-10,S025,ZaloPay,0.2
T001035,C00353,2025-01-02,S005,ZaloPay,0.3
T001036,C00115,2025-02-11,S009,ZaloPay,0.25
T001037,C00091,2025-11-29,S023,Credit Card,0.0
T001038,C00094,2026-03-19,S020,Momo,0.0
T001039,C00776,2025-08-22,S009,Bank Transfer,0.25
T001040,C00104,2024-05-04,S016,ZaloPay,0.2
T001041,C00763,2025-04-07,S016,Bank Transfer,0.2
T001042,C00316,2025-04-30,S002,VNPay,0.0
T001043,C00523,2025-10-31,S012,VNPay,0.25
T001044,C00052,2025-09-17,S021,Credit Card,0.05
T001045,C00289,2025-08-12,S004,Credit Card,0.05
T001046,C00101,2025-06-20,S002,Gold,0.1
T001047,C00800,2025-12-15,S006,Momo,0.0
T001048,C00064,2024-08-11,S021,Momo,0.05
T001049,C00487,2024-12-16,S011,Credit Card,0.0
T001050,C00324,2025-09-15,S020,Momo,0.0
T001051,C00328,2025-03-21,S009,Momo,0.3
T001052,C00118,2024-02-14,S013,ZaloPay,0.3
T001053,C00141,2025-04-01,S008,ZaloPay,0.0
T001054,C00089,2025-09-22,S008,Bank Transfer,0.0
T001055,C00219,2025-02-21,S014,VNPay,
T001056,C00599,2024-05-28,S024,Momo,0.3
T001057,C00089,2025-10-31,S005,Momo,0.3
T001058,C00660,2025-09-29,S023,Momo,0.15
T001059,C00045,2026-03-15,S023,,0.15
T001060,C00154,2024-07-31,S006,ZaloPay,0.15
T001061,C00476,2026-03-02,S003,Credit Card,0.0
T001062,C00372,2026-02-25,S014,Bank Transfer,0.0
T001063,C00090,2025-01-02,S022,Momo,0.0
T001064,C00001,2024-07-17,S020,???,0.3
T001065,C00392,2026-01-01,S014,Momo,
T001066,C00374,2023-10-15,S024,Cash,0.0
T001067,C00596,2025-09-06,S023,Momo,0.0
T001068,C00656,2025-04-09,S003,Bank Transfer,0.0
T001069,C00669,2024-05-01,S009,Cash,
T001070,C00068,2024-10-01,S001,Bank Transfer,0.0
T001071,C00691,2025-03-20,S019,Credit Card,0.0
T001072,C00088,2025-11-29,S005,VNPay,0.0
T001073,C00211,2024-03-01,S017,,0.1
T001074,C00456,2024-11-14,S012,VNPay,0.2
T001075,C00293,2026-01-31,S015,ZaloPay,0.05
T001076,C00652,2026-03-24,S007,Credit Card,0.05
T001077,C00067,2025-06-12,S003,VNPay,0.15
T001078,C00730,2025-04-17,S007,Momo,0.0
T001079,C00063,2025-08-29,S001,ZaloPay,0.0
T001080,C00101,2025-05-13,S025,VNPay,0.25
T001081,C00497,2025-03-02,S003,VNPay,0.2
T001082,C00145,2025-08-27,S010,Momo,0.0
T001083,C00143,2024-06-17,S007,Momo,0.1
T001084,C00506,2025-01-08,S023,Cash,0.0
T001085,C00591,2024-06-15,S013,Momo,0.0
T001086,C00279,2026-03-05,S007,ZaloPay,0.25
T001087,C00332,2024-12-06,S013,Bank Transfer,0.0
T001088,C00180,2025-12-23,S006,Credit Card,0.0
T001089,C00266,2025-04-27,S019,Cash,0.0
T001090,C00685,2024-05-22,S016,Bank Transfer,0.0
T001091,C00178,2025-03-10,S008,Momo,0.05
T001092,C00194,2025-07-09,S015,VNPay,
T001093,C00772,2024-01-16,S011,Cash,0.2
T001094,C00529,2024-11-09,S006,Credit Card,
T001095,C00038,2023-09-03,S017,Credit Card,0.0
T001096,C00345,2026-01-23,S001,Momo,0.0
T001097,C00041,2024-02-08,S002,Credit Card,0.25
T001098,C00285,2024-12-29,S012,Credit Card,0.0
T001099,C00073,2025-02-18,S002,Credit Card,0.2
T001100,C00158,2026-01-12,S001,VNPay,0.1
T001101,C00319,2026-03-13,S015,VNPay,0.0
T001102,C00199,2025-06-04,S015,Credit Card,0.0
T001103,C00210,2024-09-22,S013,ZaloPay,0.0
T001104,C00053,2026-02-02,S023,ZaloPay,0.0
T001105,C00352,2026-03-22,S015,,0.05
T001106,C00052,2025-08-26,S005,Momo,0.15
T001107,C00220,2025-11-18,S024,Momo,0.2
T001108,C00610,2025-10-26,S012,Bank Transfer,0.0
T001109,C00274,2025-12-01,S025,Cash,0.05
T001110,C00057,2025-10-04,S001,,0.05
T001111,C00749,2026-02-26,S019,VNPay,0.0
T001112,C00467,2025-12-08,S025,Bank Transfer,0.0
T001113,C00154,2024-07-30,S003,Credit Card,
T001114,C00558,2025-08-18,S003,ZaloPay,
T001115,C00269,2025-04-11,S010,Credit Card,0.15
T001116,C00361,2025-05-19,S023,Credit Card,0.3
T001117,C00470,2024-11-30,S013,Bank Transfer,0.05
T001118,C00700,2024-12-07,S019,Cash,0.1
T001119,C00018,2025-09-19,S020,Bank Transfer,0.25
T001120,C00103,2024-04-07,S016,Bank Transfer,0.2
T001121,C00036,2024-04-25,S017,Momo,
T001122,C00277,2024-11-05,S009,Momo,0.05
T001123,C00355,2025-02-02,S022,VNPay,0.0
T001124,C00116,2024-09-03,S016,Cash,0.05
T001125,C00618,2025-12-13,S014,Momo,0.0
T001126,C00257,2026-03-25,S003,Credit Card,0.1
T001127,C00023,2024-03-17,S012,VNPay,0.0
T001128,C00081,2025-11-17,S015,VNPay,0.0
T001129,C00096,2025-09-25,S003,Credit Card,0.0
T001130,C00081,2024-08-25,S017,Credit Card,0.1
T001131,C00380,2024-05-14,S001,Momo,0.0
T001132,C00759,2024-07-20,S004,Momo,0.0
T001133,C00082,2025-07-11,S019,,0.2
T001134,C00392,2025-11-24,S001,ZaloPay,
T001135,C00045,2024-07-24,S024,ZaloPay,0.2
T001136,C00154,2025-04-03,S019,Momo,0.3
T001137,C00366,2025-08-14,S012,Bank Transfer,0.0
T001138,C00498,2025-02-14,S008,Credit Card,
T001139,C00193,2025-06-24,S024,Cash,0.05
T001140,C00002,2026-03-10,S014,Momo,0.0
T001141,C00020,2025-08-06,S009,Cash,0.0
T001142,C00063,2025-12-26,S020,Bank Transfer,0.1
T001143,C00042,2025-10-24,S023,Momo,0.2
T001144,C00614,2023-09-18,S016,VNPay,0.0
T001145,C00340,2024-03-03,S020,Momo,0.2
T001146,C00363,2023-08-11,S003,ZaloPay,0.1
T001147,C00290,2024-12-23,S023,Momo,0.0
T001148,C00242,2025-11-28,S008,Bank Transfer,0.2
T001149,C00063,2025-10-25,S015,Momo,0.3
T001150,C00235,2024-06-10,S021,ZaloPay,0.0
T001151,C00649,2025-05-13,S011,Credit Card,0.25
T001152,C00102,2025-01-18,S013,Credit Card,0.3
T001153,C00004,2026-03-21,S021,Credit Card,0.05
T001154,C00476,2026-01-03,S015,Bank Transfer,0.05
T001155,C00091,2025-11-12,S020,Momo,
T001156,C00041,2024-11-04,S024,Cash,0.15
T001157,C00418,2025-03-30,S021,VNPay,0.0
T001158,C00188,2024-08-22,S016,Credit Card,0.0
T001159,C00241,2025-09-20,S003,ZaloPay,0.0
T001160,C00009,2025-11-02,S016,Cash,0.15
T001161,C00166,2024-12-12,S007,Credit Card,0.0
T001162,C00083,2026-03-21,S022,Credit Card,0.0
T001163,C00030,2024-09-26,S005,ZaloPay,0.15
T001164,C00269,2025-03-03,S016,VNPay,0.25
T001165,C00030,2025-09-24,S019,Momo,0.0
T001166,C00661,2025-09-02,S006,Credit Card,0.0
T001167,C00048,2025-07-15,S017,Credit Card,0.0
T001168,C00602,2025-06-12,S004,Bank Transfer,0.0
T001169,C00383,2025-09-14,S025,Credit Card,0.0
T001170,C00014,2024-11-03,S024,Bank Transfer,0.0
T001171,C00556,2025-09-28,S012,Momo,
T001172,C00571,2025-11-15,S007,Bank Transfer,0.3
T001173,C00709,2025-06-16,S025,ZaloPay,0.1
T001174,C00416,2024-09-20,S020,,0.0
T001175,C00337,2026-03-16,S024,,0.0
T001176,C00034,2025-03-01,S015,Bitcoin,0.0
T001177,C00015,2025-05-17,S003,VNPay,0.1
T001178,C00087,2023-12-08,S013,Bank Transfer,0.0
T001179,C00127,2025-04-18,S019,Cash,0.25
T001180,C00413,2025-04-27,S022,Momo,0.0
T001181,C00145,2025-08-16,S010,Bank Transfer,0.0
T001182,C00085,2026-01-11,S012,VNPay,0.15
T001183,C00052,2024-12-07,S012,ZaloPay,0.0
T001184,C00329,2025-09-22,S012,VNPay,0.0
T001185,C00351,2025-08-16,S025,Credit Card,0.25
T001186,C00397,2026-02-14,S021,Momo,0.3
T001187,C00506,2025-10-21,S023,,0.0
T001188,C00205,2025-08-02,S024,,0.25
T001189,C00322,2025-11-27,S008,Bank Transfer,0.0
T001190,C00157,2025-08-04,S023,ZaloPay,0.0
T001191,C00498,2023-08-18,S001,ZaloPay,0.0
T001192,C00181,2024-08-15,S014,Bank Transfer,0.25
T001193,C00365,2026-03-20,S021,Bank Transfer,0.0
T001194,C00795,2025-02-17,S004,VNPay,0.3
T001195,C00063,2025-02-03,S025,Momo,
T001196,C00093,2024-11-27,S023,ZaloPay,0.1
T001197,C00361,2025-06-10,S002,VNPay,0.0
T001198,C00088,2025-11-22,S005,Credit Card,0.25
T001199,C00036,2025-10-31,S023,Bank Transfer,0.05
T001200,C00058,2025-03-04,S010,Momo,0.0
T001201,C00020,2025-05-27,S003,Bank Transfer,0.1
T001202,C00096,2025-09-20,S021,Credit Card,0.05
T001203,C00699,2024-03-20,S016,ZaloPay,
T001204,C00078,2024-03-09,S019,ZaloPay,0.1
T001205,C00068,2025-10-09,S023,Bank Transfer,0.25
T001206,C00337,2025-01-25,S003,ZaloPay,0.0
T001207,C00471,2024-04-26,S004,Credit Card,0.0
T001208,C00365,2025-01-26,S003,Bank Transfer,0.2
T001209,C00039,2025-12-28,S005,ZaloPay,0.0
T001210,C00458,2025-05-15,S017,Bank Transfer,0.2
T001211,C00646,2024-04-19,S007,Bank Transfer,0.25
T001212,C00017,2024-08-12,S017,ZaloPay,0.0
T001213,C00247,2025-12-15,S021,ZaloPay,0.05
T001214,C00800,2025-04-18,S013,ZaloPay,0.0
T001215,C00186,2026-02-10,S016,VNPay,0.05
T001216,C00009,2025-05-24,S018,,
T001217,C00295,2025-10-17,S010,Momo,0.2
T001218,C00318,2025-03-11,S025,Gold,0.1
T001219,C00249,2025-09-07,S021,???,0.0
T001220,C00116,2026-02-24,S011,Bank Transfer,0.0
T001221,C00055,2025-04-17,S022,VNPay,
T001222,C00285,2026-01-22,S007,VNPay,0.1
T001223,C00226,2025-08-04,S020,Bank Transfer,0.0
T001224,C00295,2025-01-02,S005,Credit Card,0.2
T001225,C00104,2025-01-17,S009,Bank Transfer,0.1
T001226,C00336,2024-07-08,S007,Bank Transfer,0.0
T001227,C00024,2025-06-25,S004,Credit Card,0.0
T001228,C00186,2025-11-14,S004,Credit Card,0.0
T001229,C00080,2024-08-12,S024,ZaloPay,0.0
T001230,C00683,2026-02-20,S012,Momo,0.0
T001231,C00488,2024-04-15,S013,VNPay,
T001232,C00095,2025-05-25,S020,Credit Card,0.1
T001233,C00209,2025-06-26,S008,Credit Card,0.0
T001234,C00318,2025-05-28,S015,Cash,0.0
T001235,C00785,2023-10-07,S013,ZaloPay,0.15
T001236,C00389,2024-08-22,S011,ZaloPay,0.0
T001237,C00057,2025-10-04,S020,Momo,0.0
T001238,C00750,2024-01-08,S013,Momo,0.05
T001239,C00092,2026-02-06,S010,ZaloPay,0.0
T001240,C00132,2025-12-04,S013,ZaloPay,0.0
T001241,C00349,2024-07-17,S014,ZaloPay,0.05
T001242,C00117,2026-02-07,S009,Credit Card,0.0
T001243,C00030,2024-10-18,S003,VNPay,0.0
T001244,C00068,2026-01-03,S009,Momo,0.0
T001245,C00239,2025-05-19,S003,VNPay,0.0
T001246,C00337,2025-04-22,S006,Credit Card,0.0
T001247,C00060,2025-09-30,S018,Credit Card,0.3
T001248,C00526,2025-02-27,S001,ZaloPay,0.0
T001249,C00020,2025-06-18,S005,ZaloPay,0.2
T001250,C00248,2025-06-29,S006,ZaloPay,0.0
T001251,C00371,2025-10-06,S022,VNPay,0.15
T001252,C00387,2025-11-01,S012,VNPay,0.2
T001253,C00465,2024-04-12,S002,VNPay,0.0
T001254,C00596,2025-03-11,S013,Credit Card,0.0
T001255,C00003,2024-10-29,S007,,0.25
T001256,C00784,2026-02-12,S005,Bank Transfer,0.0
T001257,C00359,2025-07-10,S023,Credit Card,0.0
T001258,C00147,2025-05-17,S008,Credit Card,0.25
T001259,C00318,2026-01-08,S021,VNPay,0.0
T001260,C00366,2025-03-16,S003,Momo,0.0
T001261,C00066,2026-02-16,S007,Credit Card,0.0
T001262,C00103,2025-11-11,S017,,0.0
T001263,C00092,2025-08-19,S015,VNPay,0.3
T001264,C00118,2024-02-03,S007,Bank Transfer,
T001265,C00073,2025-03-21,S007,Bank Transfer,0.0
T001266,C00118,2023-10-31,S007,Momo,0.0
T001267,C00118,2025-09-18,S006,Cash,0.1
T001268,C00311,2025-01-15,S016,Bank Transfer,0.2
T001269,C00288,2025-09-01,S017,VNPay,0.25
T001270,C00066,2026-01-24,S010,ZaloPay,0.3
T001271,C00111,2025-02-09,S009,Bank Transfer,0.0
T001272,C00379,2025-06-29,S012,Bank Transfer,0.3
T001273,C00062,2024-04-27,S022,Credit Card,0.0
T001274,C00571,2025-05-04,S012,Momo,0.0
T001275,C00603,2024-09-04,S019,ZaloPay,0.05
T001276,C00573,2025-04-23,S006,Bank Transfer,0.0
T001277,C00055,2025-12-17,S016,VNPay,0.0
T001278,C00023,2024-05-26,S002,ZaloPay,0.0
T001279,C00040,2024-10-18,S011,Bank Transfer,0.0
T001280,C00219,2026-02-20,S006,Gold,
T001281,C00390,2026-01-03,S003,ZaloPay,0.2
T001282,C00266,2025-09-09,S002,Momo,0.0
T001283,C00084,2026-02-24,S023,,0.05
T001284,C00020,2025-05-05,S023,Cash,0.0
T001285,C00465,2025-09-23,S005,ZaloPay,0.0
T001286,C00343,2025-07-27,S014,,0.25
T001287,C00736,2025-10-21,S002,Bank Transfer,0.0
T001288,C00005,2025-01-01,S009,ZaloPay,0.0
T001289,C00042,2025-08-29,S024,Momo,0.25
T001290,C00613,2025-11-29,S003,Momo,0.0
T001291,C00263,2025-08-28,S007,Bank Transfer,0.0
T001292,C00296,2025-12-30,S020,Credit Card,0.0
T001293,C00043,2026-03-16,S022,VNPay,0.3
T001294,C00068,2025-04-16,S019,VNPay,0.05
T001295,C00053,2026-03-18,S019,ZaloPay,0.0
T001296,C00041,2024-06-01,S019,Momo,0.1
T001297,C00743,2024-12-17,S019,Momo,0.05
T001298,C00029,2025-04-25,S015,Cash,0.05
T001299,C00740,2024-11-08,S002,Momo,
T001300,C00015,2025-10-22,S008,ZaloPay,0.15
T001301,C00032,2025-06-03,S016,Credit Card,0.0
T001302,C00252,2025-02-27,S014,Momo,0.05
T001303,C00020,2025-02-16,S004,Credit Card,0.0
T001304,C00183,2026-03-16,S016,Cash,0.0
T001305,C00025,2025-06-01,S018,Cash,0.3
T001306,C00044,2025-08-01,S006,Bank Transfer,0.3
T001307,C00788,2025-01-08,S021,ZaloPay,0.0
T001308,C00607,2024-10-05,S007,,0.0
T001309,C00355,2025-06-05,S013,ZaloPay,0.25
T001310,C00025,2025-09-16,S001,ZaloPay,0.0
T001311,C00124,2026-02-09,S011,Cash,0.1
T001312,C00180,2024-12-27,S019,ZaloPay,0.1
T001313,C00727,2025-02-21,S011,Bank Transfer,0.0
T001314,C00014,2025-02-08,S002,Momo,0.25
T001315,C00544,2025-12-04,S011,Cash,
T001316,C00092,2026-01-07,S003,VNPay,0.0
T001317,C00794,2024-10-30,S011,Credit Card,0.0
T001318,C00108,2025-09-21,S025,Cash,0.15
T001319,C00737,2025-04-30,S010,Cash,0.05
T001320,C00043,2024-07-03,S009,,0.0
T001321,C00115,2025-01-06,S016,Unknown,0.1
T001322,C00021,2026-03-19,S019,Cash,0.0
T001323,C00185,2026-01-17,S006,ZaloPay,0.0
T001324,C00151,2024-06-19,S014,Bank Transfer,0.2
T001325,C00018,2026-02-15,S013,VNPay,0.05
T001326,C00218,2024-06-02,S024,Credit Card,0.3
T001327,C00698,2025-10-27,S004,Momo,0.0
T001328,C00228,2024-08-04,S023,Cash,0.3
T001329,C00594,2025-06-01,S022,ZaloPay,0.25
T001330,C00475,2025-09-26,S007,Momo,0.0
T001331,C00261,2023-12-17,S014,Credit Card,
T001332,C00431,2026-02-05,S024,Momo,0.15
T001333,C00055,2023-06-27,S025,,0.1
T001334,C00351,2025-10-31,S007,Bank Transfer,0.0
T001335,C00071,2025-09-12,S017,Momo,0.0
T001336,C00783,2025-01-17,S013,VNPay,0.0
T001337,C00530,2026-01-26,S008,VNPay,0.25
T001338,C00722,2026-01-28,S016,Credit Card,0.0
T001339,C00025,2025-01-07,S006,Unknown,0.3
T001340,C00260,2024-01-31,S019,ZaloPay,
T001341,C00032,2025-06-16,S011,Momo,0.0
T001342,C00373,2026-01-24,S008,Credit Card,0.15
T001343,C00191,2025-11-13,S008,Momo,0.0
T001344,C00158,2026-01-28,S004,Bank Transfer,0.15
T001345,C00002,2025-11-01,S019,Momo,0.0
T001346,C00119,2026-01-22,S008,,0.0
T001347,C00124,2025-12-25,S016,ZaloPay,0.0
T001348,C00263,2024-10-31,S001,ZaloPay,0.3
T001349,C00693,2025-12-03,S001,,0.0
T001350,C00221,2025-03-06,S007,ZaloPay,0.0
T001351,C00236,2024-09-26,S020,Credit Card,0.0
T001352,C00482,2025-09-13,S016,Credit Card,0.0
T001353,C00336,2024-01-04,S004,Momo,0.0
T001354,C00206,2026-01-12,S009,Bank Transfer,0.3
T001355,C00700,2025-09-10,S011,Bank Transfer,0.0
T001356,C00348,2024-05-21,S009,Bank Transfer,0.0
T001357,C00698,2025-12-30,S004,Momo,0.3
T001358,C00323,2026-01-29,S021,Momo,0.3
T001359,C00465,2023-11-04,S008,VNPay,0.15
T001360,C00069,2025-02-15,S003,ZaloPay,0.0
T001361,C00423,2025-06-20,S014,Momo,0.0
T001362,C00400,2025-12-05,S003,Bank Transfer,0.0
T001363,C00573,2023-09-22,S001,Credit Card,0.0
T001364,C00451,2026-02-10,S015,VNPay,0.15
T001365,C00015,2025-07-12,S017,Momo,0.0
T001366,C00268,2026-02-27,S016,Credit Card,0.0
T001367,C00006,2025-08-07,S017,Cash,0.1
T001368,C00594,2025-09-29,S012,Credit Card,0.0
T001369,C00049,2024-10-15,S019,ZaloPay,0.0
T001370,C00285,2025-11-13,S012,ZaloPay,0.0
T001371,C00141,2025-01-11,S021,Bank Transfer,0.0
T001372,C00686,2025-12-11,S015,Cash,0.0
T001373,C00530,2025-03-08,S017,Unknown,0.15
T001374,C00363,2026-01-10,S016,Bank Transfer,0.0
T001375,C00217,2025-09-16,S017,ZaloPay,0.0
T001376,C00009,2025-11-01,S005,ZaloPay,
T001377,C00032,2025-07-29,S014,VNPay,0.0
T001378,C00100,2025-04-23,S009,Cash,0.1
T001379,C00724,2024-03-18,S013,ZaloPay,0.0
T001380,C00088,2025-01-19,S006,VNPay,0.0
T001381,C00102,2024-09-04,S009,Bank Transfer,0.15
T001382,C00309,2025-09-26,S008,VNPay,0.3
T001383,C00542,2024-09-10,S011,Bank Transfer,0.1
T001384,C00118,2024-05-31,S007,Momo,0.0
T001385,C00183,2025-02-07,S013,Credit Card,0.0
T001386,C00222,2025-09-26,S008,Momo,0.0
T001387,C00083,2025-04-15,S011,ZaloPay,0.0
T001388,C00377,2026-03-22,S014,Credit Card,0.0
T001389,C00292,2025-08-03,S025,Bank Transfer,0.0
T001390,C00291,2025-04-18,S016,ZaloPay,0.3
T001391,C00613,2025-02-22,S001,ZaloPay,0.05
T001392,C00010,2026-03-03,S004,VNPay,
T001393,C00236,2025-06-22,S008,Bank Transfer,0.15
T001394,C00481,2026-03-05,S007,VNPay,0.2
T001395,C00036,2025-03-12,S011,Cash,0.05
T001396,C00422,2025-10-09,S012,ZaloPay,0.0
T001397,C00170,2025-09-12,S004,Bank Transfer,0.0
T001398,C00429,2026-03-16,S017,Momo,0.0
T001399,C00158,2026-03-02,S011,Cash,0.0
T001400,C00105,2025-12-21,S014,Momo,0.15
T001401,C00081,2025-04-19,S016,VNPay,0.15
T001402,C00068,2025-04-13,S015,Momo,0.0
T001403,C00030,2025-05-27,S021,Credit Card,0.2
T001404,C00130,2024-10-05,S020,ZaloPay,
T001405,C00024,2025-12-22,S001,ZaloPay,0.1
T001406,C00336,2025-07-10,S025,,0.2
T001407,C00073,2024-06-17,S008,VNPay,0.0
T001408,C00065,2026-02-23,S010,Credit Card,0.2
T001409,C00108,2026-01-31,S025,Momo,0.0
T001410,C00149,2026-01-27,S014,Credit Card,0.3
T001411,C00355,2025-07-24,S025,VNPay,0.0
T001412,C00237,2025-04-19,S017,Momo,0.0
T001413,C00667,2025-10-25,S005,Credit Card,0.15
T001414,C00609,2024-01-29,S022,VNPay,0.0
T001415,C00103,2025-05-11,S005,ZaloPay,
T001416,C00053,2025-06-07,S021,,0.0
T001417,C00451,2025-11-02,S022,Bitcoin,0.0
T001418,C00798,2025-07-10,S009,Credit Card,0.15
T001419,C00485,2025-02-05,S016,Cash,0.0
T001420,C00098,2026-01-01,S013,Credit Card,0.0
T001421,C00083,2024-11-17,S009,VNPay,0.0
T001422,C00053,2025-07-30,S025,,0.25
T001423,C00729,2025-02-20,S014,ZaloPay,0.0
T001424,C00626,2026-01-07,S015,ZaloPay,0.0
T001425,C00350,2025-09-10,S005,Momo,0.05
T001426,C00363,2026-02-23,S013,,0.0
T001427,C00068,2025-06-23,S022,,0.0
T001428,C00208,2025-05-16,S007,Credit Card,0.05
T001429,C00638,2024-02-27,S001,Credit Card,0.0
T001430,C00743,2024-08-14,S011,ZaloPay,0.1
T001431,C00593,2025-10-02,S004,Bank Transfer,0.0
T001432,C00007,2024-12-18,S024,Momo,0.2
T001433,C00169,2024-04-29,S014,Credit Card,0.0
T001434,C00176,2026-02-16,S005,Bank Transfer,0.1
T001435,C00021,2025-07-22,S021,VNPay,
T001436,C00295,2025-09-02,S024,VNPay,0.3
T001437,C00284,2023-09-22,S014,Momo,
T001438,C00181,2024-12-16,S015,Cash,0.3
T001439,C00052,2025-10-23,S017,Cash,0.0
T001440,C00045,2024-11-03,S011,ZaloPay,0.0
T001441,C00328,2025-03-25,S019,Cash,0.3
T001442,C00074,2025-11-09,S005,Bank Transfer,0.2
T001443,C00686,2025-09-17,S019,Momo,0.25
T001444,C00398,2026-01-01,S010,Credit Card,0.0
T001445,C00418,2025-02-04,S020,VNPay,0.25
T001446,C00273,2025-05-11,S020,VNPay,0.3
T001447,C00785,2025-08-25,S002,Bank Transfer,0.25
T001448,C00606,2024-12-10,S015,Credit Card,0.1
T001449,C00315,2024-02-10,S025,Cash,0.2
T001450,C00199,2024-10-25,S005,VNPay,0.15
T001451,C00420,2025-02-08,S021,VNPay,0.0
T001452,C00305,2025-10-25,S025,VNPay,0.05
T001453,C00016,2025-03-28,S006,Credit Card,0.15
T001454,C00068,2026-01-11,S013,Bank Transfer,0.2
T001455,C00105,2025-05-15,S020,Momo,0.0
T001456,C00514,2025-12-16,S007,,0.2
T001457,C00011,2025-03-31,S022,VNPay,0.0
T001458,C00488,2025-05-15,S013,Momo,0.0
T001459,C00310,2024-05-21,S004,Credit Card,0.15
T001460,C00687,2025-04-09,S011,Momo,0.2
T001461,C00040,2024-11-07,S021,VNPay,0.25
T001462,C00458,2025-12-24,S016,Cash,0.0
T001463,C00445,2024-11-04,S012,ZaloPay,0.05
T001464,C00014,2025-03-08,S011,Cash,0.0
T001465,C00389,2024-05-28,S004,Bank Transfer,0.05
T001466,C00050,2025-05-09,S020,VNPay,0.0
T001467,C00404,2025-08-22,S009,,0.0
T001468,C00299,2025-08-02,S013,ZaloPay,0.0
T001469,C00796,2024-12-17,S019,ZaloPay,0.05
T001470,C00293,2025-10-15,S017,VNPay,0.3
T001471,C00563,2025-10-30,S023,,0.0
T001472,C00079,2025-01-08,S004,Bank Transfer,0.3
T001473,C00422,2024-11-12,S005,Momo,0.0
T001474,C00180,2025-06-30,S011,Credit Card,0.0
T001475,C00005,2024-06-25,S017,VNPay,0.25
T001476,C00172,2024-09-01,S010,Bank Transfer,0.0
T001477,C00372,2025-07-30,S005,Momo,0.3
T001478,C00187,2025-09-25,S012,Momo,0.3
T001479,C00455,2023-12-08,S024,Cash,0.0
T001480,C00731,2025-07-21,S001,VNPay,0.0
T001481,C00667,2025-02-19,S008,,0.0
T001482,C00358,2024-08-02,S012,Momo,0.15
T001483,C00096,2025-11-05,S012,Momo,0.1
T001484,C00085,2024-09-01,S018,Unknown,0.3
T001485,C00088,2024-10-14,S007,Momo,0.1
T001486,C00074,2025-09-12,S019,ZaloPay,0.3
T001487,C00288,2025-07-22,S022,ZaloPay,0.25
T001488,C00047,2024-10-07,S023,Bank Transfer,0.2
T001489,C00016,2025-11-11,S016,ZaloPay,0.25
T001490,C00051,2024-12-24,S010,Bank Transfer,0.0
T001491,C00180,2025-11-10,S006,Bank Transfer,0.2
T001492,C00023,2024-03-22,S015,Cash,0.0
T001493,C00360,2026-02-24,S025,Cash,0.3
T001494,C00386,2024-06-21,S008,Credit Card,0.0
T001495,C00148,2024-01-13,S018,Cash,
T001496,C00345,2025-09-27,S012,ZaloPay,0.3
T001497,C00082,2025-08-30,S018,Cash,0.0
T001498,C00039,2025-12-26,S008,,0.25
T001499,C00059,2025-01-27,S003,Momo,0.0
T001500,C00020,2025-12-07,S021,VNPay,0.0
T001501,C00026,2025-05-03,S016,VNPay,0.25
T001502,C00361,2025-04-13,S003,VNPay,0.25
T001503,C00007,2024-11-30,S021,Momo,0.3
T001504,C00192,2025-08-05,S002,Credit Card,0.2
T001505,C00349,2025-04-03,S005,VNPay,0.25
T001506,C00025,2025-10-12,S014,Momo,0.0
T001507,C00354,2026-01-20,S021,VNPay,
T001508,C00545,2023-09-27,S006,Momo,0.0
T001509,C00189,2025-04-28,S005,Bank Transfer,0.0
T001510,C00308,2025-09-27,S012,Credit Card,0.0
T001511,C00798,2025-04-14,S004,Credit Card,0.1
T001512,C00040,2024-11-18,S025,Cash,0.0
T001513,C00079,2026-02-18,S006,Bank Transfer,0.0
T001514,C00164,2025-12-24,S014,Credit Card,0.2
T001515,C00672,2024-12-11,S021,ZaloPay,0.0
T001516,C00751,2025-07-23,S021,Momo,
T001517,C00352,2025-06-24,S012,VNPay,0.0
T001518,C00299,2025-10-03,S012,Momo,0.05
T001519,C00175,2025-11-26,S005,Bank Transfer,0.0
T001520,C00181,2023-12-18,S017,Credit Card,0.0
T001521,C00052,2025-10-06,S009,ZaloPay,0.0
T001522,C00744,2025-11-19,S012,Momo,0.0
T001523,C00006,2025-08-25,S014,,0.0
T001524,C00291,2026-03-24,S003,ZaloPay,0.0
T001525,C00073,2024-07-23,S014,VNPay,
T001526,C00004,2025-06-26,S007,Credit Card,0.15
T001527,C00346,2025-11-11,S009,ZaloPay,0.05
T001528,C00009,2025-08-12,S017,VNPay,0.0
T001529,C00607,2025-06-26,S014,ZaloPay,0.0
